Item_Fat_Content,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Visibility,Item_Weight,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Outlet_Years,Outlet,Identifier
1,FDQ49,155.963,3285.723,0.039057677,20.2,OUT027,2,1,3,28,5,811
1,FDN33,95.6436,661.8052,0.123115764,6.305,OUT046,0,2,1,16,8,674
0,FDN27,117.2808,1523.3504,0.039624006,20.85,OUT049,0,1,1,14,9,670
0,FDW20,122.173,369.519,0.040421193,20.75,OUT010,2,2,0,15,0,1082
0,DRG27,39.9138,690.4346,0.105274111,8.895,OUT049,0,1,1,14,9,57
0,DRI25,55.1614,1381.535,0.033970195,19.6,OUT045,1,2,1,11,7,82
0,FDA44,57.893,622.523,0.053212652,19.7,OUT035,1,2,1,9,6,178
0,NCR17,114.5492,1274.3412,0.024378706,9.8,OUT035,1,2,1,9,6,1468
0,FDU04,120.0414,487.3656,0.009714595,7.93,OUT019,0,2,0,28,4,970
0,FDF41,246.046,1231.73,0.131383762,12.15,OUT049,0,1,1,14,9,382
1,FDB56,187.4556,3755.112,0.07461309,8.75,OUT035,1,2,1,9,6,231
0,NCP18,149.9708,4363.6532,0.028459761,12.15,OUT027,2,1,3,28,5,1442
1,FDB56,187.8556,1314.2892,0.074627201,8.75,OUT046,0,2,1,16,8,231
0,FDT28,151.0708,1805.6496,0.063695084,13.3,OUT045,1,2,1,11,7,940
1,FDD10,178.5344,2854.9504,0.045797829,20.6,OUT027,2,1,3,28,5,284
1,FDW57,179.1028,3896.2616,0.115857223,8.31,OUT049,0,1,1,14,9,1113
1,DRB48,38.7822,667.7974,0.024832806,16.75,OUT013,2,0,1,26,1,7
0,FDP09,212.0902,3185.853,0.034027909,19.75,OUT018,2,1,2,4,3,737
1,FDH14,141.1838,2247.7408,0.0467696,17.1,OUT013,2,0,1,26,1,438
1,FDA47,163.121,1794.331,0.116576702,10.5,OUT013,2,0,1,26,1,181
1,FDG12,121.3098,2530.7058,0,6.635,OUT045,1,2,1,11,7,400
0,DRE60,225.372,679.116,0.278974075,9.395,OUT019,0,2,0,28,4,36
0,DRK49,41.4138,812.276,0.035913805,14.15,OUT013,2,0,1,26,1,111
0,FDD03,232.53,699.09,0.079806266,13.3,OUT046,0,2,1,16,8,279
0,FDS52,102.4016,2732.4432,0.005505481,8.89,OUT017,1,2,1,6,2,910
1,FDW39,176.937,176.437,0.064625342,6.69,OUT019,0,2,0,28,4,1099
0,FDX34,121.7098,4097.3332,0.071636937,6.195,OUT027,2,1,3,28,5,1144
1,FDV11,173.2054,3151.8972,0,9.1,OUT045,1,2,1,11,7,1025
0,FDD17,239.0906,5942.265,0.032677678,7.5,OUT049,0,1,1,14,9,288
1,FDZ16,192.4478,4843.695,0.160760054,16.85,OUT017,1,2,1,6,2,1228
0,FDZ46,109.0228,2542.0244,0.06911065,7.485,OUT035,1,2,1,9,6,1251
0,DRA12,140.3154,2552.6772,0.041177505,11.6,OUT017,1,2,1,6,2,0
0,FDY58,227.0694,1141.847,0.040081193,11.65,OUT018,2,1,2,4,3,1213
0,NCF19,47.5034,680.4476,0.035307322,13,OUT017,1,2,1,6,2,1317
0,DRJ13,159.0578,2085.9514,0.063017847,12.65,OUT045,1,2,1,11,7,91
1,FDB14,92.512,186.424,0.171938781,20.25,OUT010,2,2,0,15,0,200
1,FDJ38,190.153,3036.048,0.040197932,8.6,OUT035,1,2,1,9,6,528
0,FDW11,62.7194,866.8716,0.049058014,12.6,OUT017,1,2,1,6,2,1075
0,FDL40,95.041,868.869,0.01161096,17.7,OUT035,1,2,1,9,6,605
0,DRI49,82.4276,1137.1864,0.183507295,14.15,OUT046,0,2,1,16,8,86
0,FDV38,52.7956,928.1252,0.102349519,19.25,OUT017,1,2,1,6,2,1048
0,DRG23,151.7682,762.341,0.086708987,8.88,OUT013,2,0,1,26,1,55
0,NCP30,40.2822,707.0796,0.032835147,20.5,OUT045,1,2,1,11,7,1444
0,FDY25,180.5976,7968.2944,0.033809913,12,OUT027,2,1,3,28,5,1186
0,NCH54,160.292,1438.128,0.07266912,13.5,OUT046,0,2,1,16,8,1340
0,NCR53,224.4404,6976.2524,0.144338493,12.15,OUT027,2,1,3,28,5,1476
0,FDS52,101.7016,101.2016,0.009163216,8.89,OUT010,2,2,0,15,0,910
0,FDG02,188.5188,952.094,0.011307038,7.855,OUT018,2,1,2,4,3,394
0,NCO26,116.0492,1969.4364,0.076855628,7.235,OUT046,0,2,1,16,8,1428
0,FDH35,165.4526,5262.4832,0.059956876,18.25,OUT027,2,1,3,28,5,453
0,FDB51,60.5852,1314.2892,0.038532062,6.92,OUT045,1,2,1,11,7,228
0,FDX44,90.8172,535.3032,0.043209581,9.3,OUT017,1,2,1,6,2,1152
0,NCN07,132.1284,263.6568,0.056816465,18.5,OUT010,2,2,0,15,0,1407
0,NCC31,154.5972,1402.1748,0.019866705,8.02,OUT035,1,2,1,9,6,1289
0,NCX54,105.1622,1693.7952,0.048331717,9.195,OUT017,1,2,1,6,2,1538
0,NCO55,105.5938,2143.876,0.091221855,12.8,OUT045,1,2,1,11,7,1436
0,NCC30,177.6344,2676.516,0.027622076,16.6,OUT049,0,1,1,14,9,1288
1,FDI16,53.064,905.488,0,14,OUT035,1,2,1,9,6,479
0,FDP16,246.3802,7370.406,0.039355947,18.6,OUT049,0,1,1,14,9,743
0,FDB11,226.8404,6301.1312,0.060836524,16,OUT035,1,2,1,9,6,198
0,NCB06,160.692,1597.92,0.082316506,17.6,OUT035,1,2,1,9,6,1274
0,FDA45,178.237,529.311,0.155350299,21.25,OUT035,1,2,1,9,6,179
0,NCO26,117.5492,1969.4364,0.076841095,7.235,OUT035,1,2,1,9,6,1428
0,DRJ25,50.3692,1034.6532,0.151419185,14.6,OUT017,1,2,1,6,2,94
1,FDR28,161.521,1794.331,0.026001976,13.85,OUT018,2,1,2,4,3,843
1,FDI04,197.6426,2768.3964,0.073209447,13.65,OUT018,2,1,2,4,3,470
0,DRK12,31.29,898.83,0.041683481,9.5,OUT027,2,1,3,28,5,104
0,FDX20,226.172,3169.208,0.042560252,7.365,OUT046,0,2,1,16,8,1132
0,NCI18,223.5746,3589.9936,0.014081156,18.35,OUT018,2,1,2,4,3,1344
1,FDB36,132.5626,262.3252,0,5.465,OUT018,2,1,2,4,3,216
0,FDN13,99.8358,1910.1802,0.152918384,18.6,OUT017,1,2,1,6,2,661
0,DRD24,140.9154,1701.7848,0.030969274,13.85,OUT017,1,2,1,6,2,20
1,FDQ28,154.5656,2471.4496,0.060376776,14,OUT013,2,0,1,26,1,797
1,FDM22,54.764,1331.6,0.04192285,14,OUT013,2,0,1,26,1,631
0,FDR07,97.0094,1808.9786,0.077367431,21.35,OUT027,2,1,3,28,5,824
0,FDV25,222.5456,3315.684,0.045838211,5.905,OUT018,2,1,2,4,3,1037
0,DRF49,114.2518,2618.5914,0.071077939,7.27,OUT046,0,2,1,16,8,47
1,FDW51,214.556,2769.728,0.094659871,6.155,OUT046,0,2,1,16,8,1109
1,DRL01,233.4958,5375.0034,0.077608838,19.5,OUT017,1,2,1,6,2,113
0,FDP25,216.8824,2838.9712,0.021327477,15.2,OUT017,1,2,1,6,2,750
1,FDL50,125.0046,1743.0644,0.042485444,12.15,OUT018,2,1,2,4,3,611
0,NCB30,198.8084,5555.4352,0.025578526,14.6,OUT027,2,1,3,28,5,1278
0,FDW11,61.9194,619.194,0.0489808,12.6,OUT018,2,1,2,4,3,1075
0,NCM43,164.821,2120.573,0.019471688,14.5,OUT035,1,2,1,9,6,1401
0,FDK44,173.0738,3823.0236,0.122918852,16.6,OUT017,1,2,1,6,2,568
1,FDM15,151.4366,1360.2294,0.057373797,11.8,OUT013,2,0,1,26,1,627
1,FDS31,178.8318,3969.4996,0.044155597,13.1,OUT013,2,0,1,26,1,892
0,FDI32,115.1834,345.5502,0.291865402,17.7,OUT010,2,2,0,15,0,488
0,FDR47,196.5794,585.2382,0,17.85,OUT010,2,2,0,15,0,857
1,FDB35,92.6804,1010.6844,0.064750025,12.3,OUT045,1,2,1,11,7,215
0,NCU05,81.4618,161.1236,0.098312421,11.8,OUT010,2,2,0,15,0,1499
1,DRY23,42.1112,42.6112,0.191013663,9.395,OUT019,0,2,0,28,4,142
0,FDO24,157.4604,3010.7476,0.176573035,11.1,OUT045,1,2,1,11,7,707
1,FDQ28,153.0656,6024.1584,0.060134441,14,OUT027,2,1,3,28,5,797
0,FDV39,198.1426,988.713,0.007294652,11.3,OUT045,1,2,1,11,7,1049
0,NCO17,117.944,239.688,0.128478462,10,OUT019,0,2,0,28,4,1426
1,FDU50,112.8176,1374.2112,0.075107656,5.75,OUT013,2,0,1,26,1,1008
1,FDT12,226.8062,4739.8302,0.049381406,6.215,OUT027,2,1,3,28,5,926
1,FDK58,100.0016,1012.016,0.045165796,11.35,OUT018,2,1,2,4,3,578
1,FDO08,165.7526,657.8104,0.09415375,11.1,OUT019,0,2,0,28,4,694
0,NCW29,130.431,778.986,0.028907832,14,OUT049,0,1,1,14,9,1523
1,FDE04,179.766,2336.958,0.018059621,19.75,OUT045,1,2,1,11,7,319
0,NCB19,85.0882,2233.0932,0.090436094,6.525,OUT049,0,1,1,14,9,1277
0,FDV15,103.9648,1661.8368,0.146399712,10.3,OUT049,0,1,1,14,9,1029
1,FDL58,264.7568,4745.8224,0.074264356,5.78,OUT049,0,1,1,14,9,616
1,FDA08,164.1526,3124.5994,0.050186726,11.85,OUT045,1,2,1,11,7,150
0,FDT43,50.1324,467.3916,0.020631654,16.35,OUT018,2,1,2,4,3,951
0,NCX06,182.5976,5070.7328,0.01561108,17.6,OUT027,2,1,3,28,5,1530
0,FDT20,37.6164,540.6296,0.041395445,10.5,OUT046,0,2,1,16,8,932
1,FDB41,48.0718,992.7078,0.097313129,19,OUT046,0,2,1,16,8,221
0,NCN55,238.8538,6008.845,0.059582996,14.6,OUT049,0,1,1,14,9,1420
1,FDE40,62.9194,2105.2596,0.098663652,15.6,OUT027,2,1,3,28,5,343
1,FDX49,232.63,5359.69,0.101338651,4.615,OUT027,2,1,3,28,5,1157
0,NCM53,104.628,745.696,0.052146456,18.75,OUT045,1,2,1,11,7,1402
1,FDE36,161.8868,3275.736,0.041764487,5.26,OUT035,1,2,1,9,6,340
0,FDN57,140.2154,1701.7848,0.054344186,18.25,OUT045,1,2,1,11,7,688
0,FDI24,177.937,6704.606,0.078362484,10.3,OUT027,2,1,3,28,5,484
0,FDI19,242.7512,4119.9704,0.052339069,15.1,OUT046,0,2,1,16,8,480
1,FDF24,81.5934,327.5736,0.042464962,15.5,OUT010,2,2,0,15,0,371
0,FDG52,45.7402,780.9834,0.065732883,13.65,OUT049,0,1,1,14,9,424
0,DRF36,189.3846,3630.6074,0.023625114,16.1,OUT045,1,2,1,11,7,44
1,FDS45,107.3622,317.5866,0.051643608,5.175,OUT019,0,2,0,28,4,903
0,FDX40,39.7164,231.6984,0.165694219,12.85,OUT010,2,2,0,15,0,1150
0,DRK12,32.99,133.16,0.041878397,9.5,OUT035,1,2,1,9,6,104
0,DRC27,245.1802,5650.6446,0.058091482,13.8,OUT035,1,2,1,9,6,13
1,FDL58,263.7568,2636.568,0,5.78,OUT017,1,2,1,6,2,616
0,NCD30,96.0726,1272.3438,0.026903714,19.7,OUT045,1,2,1,11,7,1298
0,NCZ54,161.5552,324.9104,0,14.65,OUT010,2,2,0,15,0,1558
1,FDE10,130.0626,131.1626,0.150554711,6.67,OUT010,2,2,0,15,0,323
1,FDR44,131.2968,260.9936,0,6.11,OUT010,2,2,0,15,0,854
1,FDP28,260.0936,260.9936,0.134975628,13.65,OUT010,2,2,0,15,0,753
0,FDX15,160.6578,3690.5294,0.15616879,17.2,OUT013,2,0,1,26,1,1129
0,FDA39,40.2822,1139.1838,0,6.32,OUT035,1,2,1,9,6,175
1,FDY24,52.9298,1995.4026,0.133700752,4.88,OUT049,0,1,1,14,9,1185
1,FDC60,88.3514,1416.8224,0.115119905,5.425,OUT017,1,2,1,6,2,277
1,FDH28,37.2506,265.6542,0.110030997,15.85,OUT046,0,2,1,16,8,448
0,FDT25,121.7072,3552.7088,0.051038045,7.5,OUT017,1,2,1,6,2,937
0,DRJ13,161.5578,2406.867,0.062837968,12.65,OUT013,2,0,1,26,1,91
0,NCO07,211.956,213.056,0.017116983,9.06,OUT019,0,2,0,28,4,1424
0,FDW20,124.173,2956.152,0.024129332,20.75,OUT013,2,0,1,26,1,1082
0,DRF27,152.134,153.134,0.049754975,8.93,OUT019,0,2,0,28,4,43
0,FDS49,79.7644,1649.8524,0,9,OUT035,1,2,1,9,6,907
0,FDX25,181.9292,3101.2964,0.101561568,16.7,OUT027,2,1,3,28,5,1137
0,NCX42,165.6526,4769.1254,0.005949644,6.36,OUT027,2,1,3,28,5,1536
1,FDG33,170.4764,3435.528,0.13956116,5.365,OUT027,2,1,3,28,5,413
0,FDL56,86.4198,1133.8574,0.126035694,14.1,OUT045,1,2,1,11,7,614
0,FDF14,152.334,2603.278,0.027164679,7.55,OUT035,1,2,1,9,6,365
0,NCD06,45.406,605.878,0.099325278,13,OUT046,0,2,1,16,8,1294
0,DRM47,192.8846,2293.0152,0.04357366,9.3,OUT027,2,1,3,28,5,126
1,FDS46,118.7782,119.1782,0.082741482,17.6,OUT019,0,2,0,28,4,904
1,FDB35,92.9804,1929.4884,0.064565202,12.3,OUT013,2,0,1,26,1,215
0,FDX21,109.8912,2074.6328,0.084554569,7.05,OUT027,2,1,3,28,5,1133
0,NCU05,79.9618,241.6854,0.058451805,11.8,OUT027,2,1,3,28,5,1499
0,NCR38,251.3724,6795.1548,0.113748685,17.25,OUT045,1,2,1,11,7,1472
0,NCR18,42.7112,639.168,0.020603511,15.85,OUT017,1,2,1,6,2,1469
0,NCU41,192.1846,3248.4382,0.052044976,18.85,OUT035,1,2,1,9,6,1505
1,FDY56,227.6062,7222.5984,0.062764429,16.35,OUT017,1,2,1,6,2,1211
0,DRJ51,229.0668,3225.1352,0.087977262,14.1,OUT035,1,2,1,9,6,100
0,FDK21,249.0408,3755.112,0.010010425,7.905,OUT035,1,2,1,9,6,553
0,FDY25,179.3976,3440.8544,0.033946163,12,OUT013,2,0,1,26,1,1186
1,FDU44,163.4552,974.7312,0.058414678,12.15,OUT035,1,2,1,9,6,1002
0,FDL43,75.367,535.969,0.027106459,10.1,OUT049,0,1,1,14,9,606
0,FDF05,262.491,5259.82,0.027022883,17.5,OUT017,1,2,1,6,2,359
0,DRF15,152.034,306.268,0.058153409,18.35,OUT019,0,2,0,28,4,40
0,FDL20,112.3886,1779.0176,0.128937661,17.1,OUT018,2,1,2,4,3,591
0,FDV32,61.451,759.012,0.088846306,7.785,OUT049,0,1,1,14,9,1042
1,FDJ34,125.9704,1877.556,0.09357779,11.8,OUT013,2,0,1,26,1,526
1,FDG08,171.8764,3779.0808,0.165694678,13.15,OUT045,1,2,1,11,7,397
0,FDQ04,41.5796,41.2796,0.148392623,6.4,OUT019,0,2,0,28,4,777
0,FDW13,51.1324,259.662,0.098438394,8.5,OUT017,1,2,1,6,2,1077
0,NCI17,96.341,193.082,0.143303291,8.645,OUT013,2,0,1,26,1,1343
1,FDY03,110.9202,1687.803,0.076276208,17.6,OUT045,1,2,1,11,7,1169
0,FDS12,127.5362,4655.9394,0.175103435,9.1,OUT017,1,2,1,6,2,877
1,FDJ55,225.9404,4950.8888,0.023511371,12.8,OUT013,2,0,1,26,1,538
0,DRK01,95.4436,1418.154,0.06105276,7.63,OUT035,1,2,1,9,6,102
1,FDG28,246.4144,1225.072,0.049559042,9.285,OUT017,1,2,1,6,2,409
1,FDY38,231.03,5359.69,0.119418124,13.6,OUT045,1,2,1,11,7,1197
0,FDN01,176.237,1764.37,0.072545601,8.895,OUT045,1,2,1,11,7,653
0,NCR54,195.211,2553.343,0.090486828,16.35,OUT013,2,0,1,26,1,1477
0,FDG29,43.3454,1006.6896,0.056245075,17.6,OUT013,2,0,1,26,1,410
0,FDG24,85.225,1081.925,0.014618973,7.975,OUT013,2,0,1,26,1,407
0,FDG59,36.7164,308.9312,0.043479126,15.85,OUT017,1,2,1,6,2,429
0,FDM28,178.666,2516.724,0.045166237,15.7,OUT013,2,0,1,26,1,635
1,FDW04,128.831,1428.141,0.057827101,8.985,OUT046,0,2,1,16,8,1070
0,FDS26,260.1594,2093.2752,0.089394766,20.35,OUT013,2,0,1,26,1,889
0,FDQ56,85.6908,1929.4884,0.10550944,6.59,OUT013,2,0,1,26,1,815
0,FDK51,264.0884,5829.7448,0.005234153,19.85,OUT035,1,2,1,9,6,573
0,FDL22,91.4488,2082.6224,0.036390174,16.85,OUT046,0,2,1,16,8,593
0,FDH19,173.1738,7298.4996,0.03292824,19.35,OUT027,2,1,3,28,5,441
0,FDY55,256.4988,7452.9652,0.081252534,16.75,OUT013,2,0,1,26,1,1210
1,FDY03,110.5202,450.0808,0.076552407,17.6,OUT017,1,2,1,6,2,1169
0,FDK21,250.4408,500.6816,0.016758569,7.905,OUT010,2,2,0,15,0,553
0,FDZ10,126.202,3668.558,0.044248175,17.85,OUT027,2,1,3,28,5,1223
1,FDZ32,103.1964,736.3748,0.038288087,7.785,OUT018,2,1,2,4,3,1239
0,NCZ18,253.0698,6088.0752,0.186032678,7.825,OUT035,1,2,1,9,6,1552
0,NCF07,101.0016,2125.2336,0.031867464,9,OUT027,2,1,3,28,5,1315
0,DRE49,153.0024,2277.036,0.021370201,20.75,OUT017,1,2,1,6,2,35
0,FDJ08,190.3846,573.2538,0.193772568,11.1,OUT019,0,2,0,28,4,511
1,FDT39,151.1366,2267.049,0.009866049,6.26,OUT035,1,2,1,9,6,949
0,FDE08,147.3734,296.9468,0.082551042,18.2,OUT010,2,2,0,15,0,321
0,NCD06,46.306,559.272,0.099729888,13,OUT018,2,1,2,4,3,1294
1,FDB57,222.1772,5559.43,0.018801549,20.25,OUT035,1,2,1,9,6,232
0,NCT54,95.5094,1237.7222,0.119721451,8.695,OUT049,0,1,1,14,9,1498
0,DRF49,113.5518,569.259,0.071222087,7.27,OUT045,1,2,1,11,7,47
1,FDM25,174.0712,3866.9664,0.060371962,10.695,OUT027,2,1,3,28,5,633
0,FDF20,198.4768,1379.5376,0.033287541,12.85,OUT045,1,2,1,11,7,368
0,FDH27,142.7128,1869.5664,0.05858462,7.075,OUT018,2,1,2,4,3,447
1,FDV60,196.211,5499.508,0.11679292,20.2,OUT027,2,1,3,28,5,1066
0,FDY59,94.3462,925.462,0.031452265,8.195,OUT049,0,1,1,14,9,1214
0,FDK36,47.9034,583.2408,0.00721395,7.09,OUT035,1,2,1,9,6,563
0,NCM31,141.4154,1418.154,0.081196619,6.095,OUT046,0,2,1,16,8,1398
1,FDE33,80.2644,942.7728,0.049916364,19.35,OUT017,1,2,1,6,2,337
0,FDU36,99.3384,2364.9216,0.04627095,6.15,OUT046,0,2,1,16,8,996
1,FDV13,87.9856,3251.7672,0.02747716,17.35,OUT027,2,1,3,28,5,1027
1,FDV20,125.2678,254.3356,0.104704537,20.2,OUT019,0,2,0,28,4,1032
0,NCQ54,167.0474,5895.659,0.012540003,17.7,OUT035,1,2,1,9,6,1465
0,FDO23,93.7436,1134.5232,0.147023834,17.85,OUT018,2,1,2,4,3,706
0,DRE60,224.972,7696.648,0.159657596,9.395,OUT045,1,2,1,11,7,36
0,DRP47,250.5382,2775.7202,0.141398626,15.75,OUT017,1,2,1,6,2,140
0,FDB21,241.2854,5317.0788,0.148821808,7.475,OUT045,1,2,1,11,7,205
0,FDR04,98.0068,874.8612,0,7.075,OUT018,2,1,2,4,3,823
0,FDX23,92.6436,1039.9796,0.029691762,6.445,OUT046,0,2,1,16,8,1135
0,FDX19,235.0958,3038.0454,0.096715523,19.1,OUT035,1,2,1,9,6,1131
1,FDD40,193.6162,3848.324,0.014790559,20.25,OUT035,1,2,1,9,6,303
1,FDA01,59.1904,527.3136,0.054378253,15,OUT046,0,2,1,16,8,145
